string_protein_id	uniprotkb
9606.ENSP00000084798	770
9606.ENSP00000085068	79763
9606.ENSP00000085219	5VKJ
9606.ENSP00000086933	2928
9606.ENSP00000155093	1KLR
9606.ENSP00000155840	3784
9606.ENSP00000155858	TRPM5
9606.ENSP00000155926	28951
9606.ENSP00000156084	3.4.19.12
9606.ENSP00000156109	27238
9606.ENSP00000156471	3.6.4.13
9606.ENSP00000156626	2.4.99.3
9606.ENSP00000157600	29995
9606.ENSP00000157812	26S proteasome AAA-ATPase subunit RPT3
9606.ENSP00000158009	54752
9606.ENSP00000158762	3JUE
9606.ENSP00000158771	51009
9606.ENSP00000159060	1.6.3.-
9606.ENSP00000159087	57719
9606.ENSP00000159111	F5GX28
9606.ENSP00000160262	1T0P
9606.ENSP00000160373	83992
9606.ENSP00000160382	51412
9606.ENSP00000160827	2EDU
9606.ENSP00000161006	3.4.21.-
9606.ENSP00000161559	2GK2
9606.ENSP00000161863	2YU6
9606.ENSP00000162044	54929
9606.ENSP00000162391	55810
9606.ENSP00000162749	P19438
9606.ENSP00000163416	9950
9606.ENSP00000164024	1951
9606.ENSP00000164133	2A5B_HUMAN
9606.ENSP00000164139	1Z8D
9606.ENSP00000164227	1K1A
9606.ENSP00000164305	PIGB_HUMAN
9606.ENSP00000165524	51052
9606.ENSP00000166139	10272
9606.ENSP00000166244	1UCV
9606.ENSP00000166345	16E1-BP
9606.ENSP00000167106	22846
9606.ENSP00000167586	3861
9606.ENSP00000167588	54474
9606.ENSP00000168148	6694
9606.ENSP00000168216	1.1.1.178
9606.ENSP00000168712	NM_002007.2
9606.ENSP00000169298	2.4.99.1
9606.ENSP00000169551	29090
9606.ENSP00000170150	80341
9606.ENSP00000170168	3.1.-.-
9606.ENSP00000170447	2.3.2.27
9606.ENSP00000170564	55094
9606.ENSP00000171757	27334
9606.ENSP00000171887	7145
9606.ENSP00000172229	2N80
9606.ENSP00000173229	4URT
9606.ENSP00000173527	51015
9606.ENSP00000173898	7216
9606.ENSP00000174618	4335
9606.ENSP00000175091	9741
9606.ENSP00000175238	8756
9606.ENSP00000175756	26469
9606.ENSP00000176183	1815
9606.ENSP00000176195	6343
9606.ENSP00000176763	2.7.11.1
9606.ENSP00000177694	30009
9606.ENSP00000177742	28S ribosomal protein S34, mitochondrial
9606.ENSP00000178638	1JCZ
9606.ENSP00000178640	2.7.12.2
9606.ENSP00000179259	3.1.3.46
9606.ENSP00000180166	26281
9606.ENSP00000180173	3.1.3.-
9606.ENSP00000181383	1361
9606.ENSP00000181796	83641
9606.ENSP00000181839	2.7.11.22
9606.ENSP00000182290	10077
9606.ENSP00000182527	9697
9606.ENSP00000184183	54763
9606.ENSP00000184266	4710
9606.ENSP00000184956	63897
9606.ENSP00000185150	27248
9606.ENSP00000185206	53405
9606.ENSP00000186436	23505
9606.ENSP00000187762	79041
9606.ENSP00000188312	CDA12
9606.ENSP00000188790	170 kDa melanoma membrane-bound gelatinase
9606.ENSP00000190165	58524
9606.ENSP00000192314	2.8.2.-
9606.ENSP00000192788	54887
9606.ENSP00000193322	28962
9606.ENSP00000193391	50939
9606.ENSP00000194130	6561
9606.ENSP00000194152	56131
9606.ENSP00000194155	56133
9606.ENSP00000194214	1TVG
9606.ENSP00000194530	55437
9606.ENSP00000196061	1.14.11.4
9606.ENSP00000196371	2.8.3.5
9606.ENSP00000196489	55659
9606.ENSP00000197268	57613
9606.ENSP00000198536	29992
9606.ENSP00000198767	54700
9606.ENSP00000198801	2-acylglycerol O-acyltransferase 2
9606.ENSP00000199280	359
9606.ENSP00000199320	1ZQ9
9606.ENSP00000199389	2.7.11.1
9606.ENSP00000199447	51314
9606.ENSP00000199448	54749
9606.ENSP00000199708	3049
9606.ENSP00000199764	4680
9606.ENSP00000199814	199G4
9606.ENSP00000199936	1.1.1.239
9606.ENSP00000200135	9183
9606.ENSP00000200181	1QG3
9606.ENSP00000200453	23645
9606.ENSP00000200457	1X61
9606.ENSP00000200557	4185
9606.ENSP00000200652	6583
9606.ENSP00000200676	1071
9606.ENSP00000200691	2F5H
9606.ENSP00000201031	7022
9606.ENSP00000201586	1Q1Q
9606.ENSP00000201647	2K2M
9606.ENSP00000201979	28954
9606.ENSP00000202017	81572
9606.ENSP00000202556	23368
9606.ENSP00000202625	2.3.2.13
9606.ENSP00000202677	Q2PPJ7
9606.ENSP00000202816	51575
9606.ENSP00000202967	2.3.1.-
9606.ENSP00000203001	51605
9606.ENSP00000203407	5XTE
9606.ENSP00000203556	3QWE
9606.ENSP00000203629	3902
9606.ENSP00000203630	8079
9606.ENSP00000203664	1TFF
9606.ENSP00000204517	7023
9606.ENSP00000204549	10081
9606.ENSP00000204566	51324
9606.ENSP00000204604	Q9H2D3
9606.ENSP00000204679	84572
9606.ENSP00000204726	2802
9606.ENSP00000204961	1947
9606.ENSP00000205061	2734
9606.ENSP00000205143	10683
9606.ENSP00000205194	2.3.1.-
9606.ENSP00000205214	132949
9606.ENSP00000205402	1.8.1.4
9606.ENSP00000205557	368
9606.ENSP00000205636	54918
9606.ENSP00000205948	1C1Z
9606.ENSP00000206020	2CPM
9606.ENSP00000206262	1ZV4
9606.ENSP00000206423	151887
9606.ENSP00000206474	54930
9606.ENSP00000206513	1053
9606.ENSP00000206542	2.3.1.234
9606.ENSP00000206595	2.3.2.26
9606.ENSP00000206765	2.3.2.13
9606.ENSP00000207457	27285
9606.ENSP00000207549	201294
9606.ENSP00000207870	2.7.1.17
9606.ENSP00000209668	1.1.1.1
9606.ENSP00000209718	25984
9606.ENSP00000209728	2CCH
9606.ENSP00000209873	8086
9606.ENSP00000209875	23468
9606.ENSP00000209884	27252
9606.ENSP00000209929	1.14.13.8
9606.ENSP00000210060	1725
9606.ENSP00000210187	25837
9606.ENSP00000210313	26S protease subunit S5 basic
9606.ENSP00000210444	1WVO
9606.ENSP00000210633	57715
9606.ENSP00000211076	23430
9606.ENSP00000211122	1TDI
9606.ENSP00000211287	2.7.11.24
9606.ENSP00000211314	28978
9606.ENSP00000211413	80863
9606.ENSP00000211936	7738
9606.ENSP00000211998	1RKC
9606.ENSP00000212015	2.3.1.-
9606.ENSP00000212355	7049
9606.ENSP00000214869	11018
9606.ENSP00000215057	2FI2
9606.ENSP00000215061	79629
9606.ENSP00000215071	26S proteasome non-ATPase regulatory subunit 8
9606.ENSP00000215095	112755
9606.ENSP00000215368	1943
9606.ENSP00000215375	513
9606.ENSP00000215530	27006
9606.ENSP00000215531	284422
9606.ENSP00000215565	4713
9606.ENSP00000215567	1.3.1.93
9606.ENSP00000215570	26517
9606.ENSP00000215574	2.3.2.23
9606.ENSP00000215582	126353
9606.ENSP00000215631	4616
9606.ENSP00000215637	1BQS
9606.ENSP00000215659	MAPK12
9606.ENSP00000215727	1JMJ
9606.ENSP00000215730	4WY4
9606.ENSP00000215742	80764
9606.ENSP00000215743	3.4.24.-
9606.ENSP00000215754	1CA7
9606.ENSP00000215770	100037417
9606.ENSP00000215781	1EVS
9606.ENSP00000215793	10291
9606.ENSP00000215794	11274
9606.ENSP00000215812	266629
9606.ENSP00000215829	1D3B
9606.ENSP00000215832	1PME
9606.ENSP00000215838	2BB5
9606.ENSP00000215855	1417
9606.ENSP00000215882	6576
9606.ENSP00000215885	3.1.1.4
9606.ENSP00000215886	1HLC
9606.ENSP00000215904	2CFR
9606.ENSP00000215906	1.14.11.-
9606.ENSP00000215909	14 kDa laminin-binding protein
9606.ENSP00000215912	113791
9606.ENSP00000215917	402055
9606.ENSP00000215941	129138
9606.ENSP00000215957	2KSP
9606.ENSP00000215980	4P0T
9606.ENSP00000216024	11144
9606.ENSP00000216027	150274
9606.ENSP00000216034	1C9-2
9606.ENSP00000216036	27156
9606.ENSP00000216037	6R5Q
9606.ENSP00000216038	3'-phosphate/5'-hydroxy nucleic acid ligase
9606.ENSP00000216039	3.4.19.12
9606.ENSP00000216044	9567
9606.ENSP00000216068	10126
9606.ENSP00000216071	25770
9606.ENSP00000216075	1.13.99.1
9606.ENSP00000216085	25807
9606.ENSP00000216099	3.5.4.38
9606.ENSP00000216101	10633
9606.ENSP00000216106	10042
9606.ENSP00000216115	2IPE
9606.ENSP00000216117	1.14.14.18
9606.ENSP00000216121	8508
9606.ENSP00000216122	3.6.4.12
9606.ENSP00000216124	1AUK
9606.ENSP00000216127	23551
9606.ENSP00000216129	23170
9606.ENSP00000216133	23492
9606.ENSP00000216139	3.4.21.10
9606.ENSP00000216144	164633
9606.ENSP00000216160	10454
9606.ENSP00000216177	150379
9606.ENSP00000216180	2.3.1.51
9606.ENSP00000216181	2LNK
9606.ENSP00000216185	1UVZ
9606.ENSP00000216190	8664
9606.ENSP00000216200	1RJV
9606.ENSP00000216211	7380
9606.ENSP00000216214	55007
9606.ENSP00000216218	1UZS
9606.ENSP00000216223	1ILM
9606.ENSP00000216225	2.3.2.27
9606.ENSP00000216237	2W0T
9606.ENSP00000216241	150356
9606.ENSP00000216252	5IFE
9606.ENSP00000216254	4.2.1.3
9606.ENSP00000216259	2FUC
9606.ENSP00000216264	2.7.1.138
9606.ENSP00000216268	9889
9606.ENSP00000216271	3.5.1.48
9606.ENSP00000216274	11035
9606.ENSP00000216277	10914
9606.ENSP00000216286	22795
9606.ENSP00000216294	6617
9606.ENSP00000216297	11198
9606.ENSP00000216330	1PBK
9606.ENSP00000216336	1511
9606.ENSP00000216338	1LXV
9606.ENSP00000216341	1FQ3
9606.ENSP00000216361	1690
9606.ENSP00000216366	11154
9606.ENSP00000216367	2V6Z
9606.ENSP00000216373	B7ZKT6
9606.ENSP00000216392	1EM6
9606.ENSP00000216410	2.3.1.4
9606.ENSP00000216416	10175
9606.ENSP00000216420	10668
9606.ENSP00000216442	51382
9606.ENSP00000216446	1X1G
9606.ENSP00000216452	2.4.1.198
9606.ENSP00000216455	3.4.25.1
9606.ENSP00000216468	283578
9606.ENSP00000216471	161394
9606.ENSP00000216479	10598
9606.ENSP00000216484	2.3.1.50
9606.ENSP00000216487	3U23
9606.ENSP00000216489	1.14.11.-
9606.ENSP00000216492	1113
9606.ENSP00000216500	1.1.-.-
9606.ENSP00000216513	51804
9606.ENSP00000216540	6554
9606.ENSP00000216554	1983
9606.ENSP00000216602	2RRF
9606.ENSP00000216629	623
9606.ENSP00000216639	2.7.11.1
9606.ENSP00000216714	1BIX
9606.ENSP00000216727	3B4D
9606.ENSP00000216733	10278
9606.ENSP00000216756	51550
9606.ENSP00000216780	4.1.1.32
9606.ENSP00000216797	1IKN
9606.ENSP00000216802	11S regulator complex subunit beta
9606.ENSP00000216807	84312
9606.ENSP00000216832	5411
9606.ENSP00000216862	1.14.15.16
9606.ENSP00000216911	1MQ4
9606.ENSP00000216923	1X5W
9606.ENSP00000216962	2.4.1.1
9606.ENSP00000216968	10544
9606.ENSP00000217026	4605
9606.ENSP00000217043	140902
9606.ENSP00000217086	57167
9606.ENSP00000217109	1477
9606.ENSP00000217121	7165
9606.ENSP00000217131	1522
9606.ENSP00000217133	81027
9606.ENSP00000217159	28231
9606.ENSP00000217169	1OXN
9606.ENSP00000217173	2.3.2.27
9606.ENSP00000217182	1917
9606.ENSP00000217188	2.7.10.2
9606.ENSP00000217195	54976
9606.ENSP00000217244	1457
9606.ENSP00000217246	140733
9606.ENSP00000217260	343637
9606.ENSP00000217270	128674
9606.ENSP00000217289	55612
9606.ENSP00000217320	140711
9606.ENSP00000217372	51654
9606.ENSP00000217381	6640
9606.ENSP00000217386	5020
9606.ENSP00000217402	128866
9606.ENSP00000217407	3929
9606.ENSP00000217420	NM_080552.2
9606.ENSP00000217423	1472
9606.ENSP00000217426	191
9606.ENSP00000217428	10816
9606.ENSP00000217446	128869
9606.ENSP00000217455	10005
9606.ENSP00000217456	57136
9606.ENSP00000217515	1GH2
9606.ENSP00000217740	2.3.2.27
9606.ENSP00000217901	3421
9606.ENSP00000217909	203427
9606.ENSP00000217939	25878
9606.ENSP00000217958	1QYM
9606.ENSP00000217961	1P49
9606.ENSP00000217971	10857
9606.ENSP00000217999	158800
9606.ENSP00000218004	55916
9606.ENSP00000218006	2986
9606.ENSP00000218008	23439
9606.ENSP00000218068	9506
9606.ENSP00000218075	2742
9606.ENSP00000218089	10735
9606.ENSP00000218099	1CFH
9606.ENSP00000218104	215
9606.ENSP00000218176	3750
9606.ENSP00000218230	27344
9606.ENSP00000218249	282808
9606.ENSP00000218316	9248
9606.ENSP00000218340	2BX6
9606.ENSP00000218348	3.4.19.12
9606.ENSP00000218388	1D2B
9606.ENSP00000218436	347365
9606.ENSP00000218516	1R46
9606.ENSP00000218548	479
9606.ENSP00000218721	2862
9606.ENSP00000218758	1WAR
9606.ENSP00000218867	35 kDa dystrophin-associated glycoprotein
9606.ENSP00000219022	10562
9606.ENSP00000219066	3.2.2.-
9606.ENSP00000219069	10127
9606.ENSP00000219070	1CK7
9606.ENSP00000219097	23594
9606.ENSP00000219139	80262
9606.ENSP00000219150	11151
9606.ENSP00000219162	84560
9606.ENSP00000219169	10204
9606.ENSP00000219197	5KC5
9606.ENSP00000219204	23568
9606.ENSP00000219207	51090
9606.ENSP00000219235	6367
9606.ENSP00000219240	3G0U
9606.ENSP00000219244	1NR2
9606.ENSP00000219252	5432
9606.ENSP00000219255	1WMH
9606.ENSP00000219271	3.4.24.-
9606.ENSP00000219281	3.1.4.-
9606.ENSP00000219299	29070
9606.ENSP00000219301	221191
9606.ENSP00000219302	1ZS6
9606.ENSP00000219313	26S proteasome non-ATPase regulatory subunit 7
9606.ENSP00000219315	2.1.1.-
9606.ENSP00000219334	3.1.4.12
9606.ENSP00000219345	1-O-acylceramide synthase
9606.ENSP00000219368	FAAH
9606.ENSP00000219400	56942
9606.ENSP00000219406	5.3.4.1
9606.ENSP00000219409	398
9606.ENSP00000219431	1BNK
9606.ENSP00000219439	83693
9606.ENSP00000219476	7249
9606.ENSP00000219478	26048
9606.ENSP00000219479	1EHW
9606.ENSP00000219481	1.3.1.34
9606.ENSP00000219548	10273
9606.ENSP00000219551	3.4.21.105
9606.ENSP00000219596	2MPC
9606.ENSP00000219599	1.5.1.25
9606.ENSP00000219611	3.4.22.-
9606.ENSP00000219660	343
9606.ENSP00000219689	3.4.19.12
9606.ENSP00000219746	27324
9606.ENSP00000219782	4150
9606.ENSP00000219789	CDIPT
9606.ENSP00000219833	6530
9606.ENSP00000219837	400506
9606.ENSP00000219905	23269
9606.ENSP00000219919	366
9606.ENSP00000220003	1445
9606.ENSP00000220058	123263
9606.ENSP00000220062	3C5C
9606.ENSP00000220166	1512
9606.ENSP00000220325	30844
9606.ENSP00000220420	2.3.2.13
9606.ENSP00000220429	2553
9606.ENSP00000220478	29106
9606.ENSP00000220496	2D9O
9606.ENSP00000220507	171177
9606.ENSP00000220509	57617
9606.ENSP00000220514	11339
9606.ENSP00000220562	2.4.1.223
9606.ENSP00000220592	27161
9606.ENSP00000220597	55824
9606.ENSP00000220616	7038
9606.ENSP00000220659	4ROC
9606.ENSP00000220669	79752
9606.ENSP00000220676	6101
9606.ENSP00000220751	2.7.10.2
9606.ENSP00000220763	10404
9606.ENSP00000220764	1.3.1.34
9606.ENSP00000220772	6422
9606.ENSP00000220809	1A5H
9606.ENSP00000220812	Q3KNX0
9606.ENSP00000220822	54332
9606.ENSP00000220849	3646
9606.ENSP00000220853	9694
9606.ENSP00000220913	54108
9606.ENSP00000220940	2765
9606.ENSP00000220966	1.5.1.2
9606.ENSP00000221086	66036
9606.ENSP00000221114	10671
9606.ENSP00000221130	1.8.1.7
9606.ENSP00000221132	5CIR
9606.ENSP00000221138	3.1.3.16
9606.ENSP00000221166	160 kDa neurofilament protein
9606.ENSP00000221200	54793
9606.ENSP00000221233	NP_064543.3
9606.ENSP00000221265	4M6T
9606.ENSP00000221307	1.14.14.1
9606.ENSP00000221315	9668
9606.ENSP00000221327	7733
9606.ENSP00000221399	7288
9606.ENSP00000221403	1.1.1.179
9606.ENSP00000221418	1891
9606.ENSP00000221419	3191
9606.ENSP00000221444	3743
9606.ENSP00000221452	5971
9606.ENSP00000221455	11129
9606.ENSP00000221459	2DKR
9606.ENSP00000221462	284352
9606.ENSP00000221476	1158
9606.ENSP00000221480	92960
9606.ENSP00000221485	57030
9606.ENSP00000221486	10535
9606.ENSP00000221494	5Z56
9606.ENSP00000221496	268
9606.ENSP00000221498	27120
9606.ENSP00000221515	1LV6
9606.ENSP00000221538	81492
9606.ENSP00000221543	79735
9606.ENSP00000221561	166
9606.ENSP00000221566	2VYI
9606.ENSP00000221573	6618
9606.ENSP00000221665	84922
9606.ENSP00000221671	84167
9606.ENSP00000221700	1.14.14.1
9606.ENSP00000221730	3.3.2.10
9606.ENSP00000221742	6511
9606.ENSP00000221797	1F87
9606.ENSP00000221801	2.1.1.-
9606.ENSP00000221804	1178
9606.ENSP00000221847	10148
9606.ENSP00000221855	1155
9606.ENSP00000221856	NP_077309.1
9606.ENSP00000221859	POLR2I
9606.ENSP00000221891	333
9606.ENSP00000221922	26093
9606.ENSP00000221930	1KLA
9606.ENSP00000221954	1089
9606.ENSP00000221957	10226
9606.ENSP00000221972	1CV9
9606.ENSP00000221973	3982
9606.ENSP00000221978	4818
9606.ENSP00000221980	3BN3
9606.ENSP00000221992	1048
9606.ENSP00000221996	1406
9606.ENSP00000222002	1EFH
9606.ENSP00000222005	11140
9606.ENSP00000222008	10567
9606.ENSP00000222032	84518
9606.ENSP00000222033	148066
9606.ENSP00000222115	HYAS1_HUMAN
9606.ENSP00000222120	2GF9
9606.ENSP00000222122	1628
9606.ENSP00000222139	1CN4
9606.ENSP00000222145	54922
9606.ENSP00000222219	1777
9606.ENSP00000222224	79165
9606.ENSP00000222247	4UG0
9606.ENSP00000222248	6528
9606.ENSP00000222250	27106
9606.ENSP00000222254	2KT1
9606.ENSP00000222256	5864
9606.ENSP00000222271	1311
9606.ENSP00000222284	10430
9606.ENSP00000222286	1.2.1.12
9606.ENSP00000222305	7392
9606.ENSP00000222329	2077
9606.ENSP00000222330	2.7.11.1
9606.ENSP00000222339	64763
9606.ENSP00000222345	23094
9606.ENSP00000222374	199731
9606.ENSP00000222381	1V04
9606.ENSP00000222382	1.14.14.1
9606.ENSP00000222388	10061
9606.ENSP00000222390	1BHT
9606.ENSP00000222399	3912
9606.ENSP00000222402	2.3.2.23
9606.ENSP00000222462	51384
9606.ENSP00000222481	1358
9606.ENSP00000222482	2BO9
9606.ENSP00000222511	85865
9606.ENSP00000222543	1ZR0
9606.ENSP00000222547	10282
9606.ENSP00000222553	10135
9606.ENSP00000222567	221830
9606.ENSP00000222573	3696
9606.ENSP00000222574	26959
9606.ENSP00000222584	6671
9606.ENSP00000222644	51678
9606.ENSP00000222674	64111
9606.ENSP00000222693	858
9606.ENSP00000222718	3199
9606.ENSP00000222725	2.4.1.222
9606.ENSP00000222726	3202
9606.ENSP00000222728	3203
9606.ENSP00000222747	23554
9606.ENSP00000222792	1124
9606.ENSP00000222800	3.-.-.-
9606.ENSP00000222803	22 kDa FK506-binding protein
9606.ENSP00000222812	6804
9606.ENSP00000222823	10392
9606.ENSP00000222968	11333
9606.ENSP00000222982	1.14.14.1
9606.ENSP00000222990	29886
9606.ENSP00000223023	2FF3
9606.ENSP00000223026	23553
9606.ENSP00000223029	4DPG
9606.ENSP00000223061	1UAP
9606.ENSP00000223073	55131
9606.ENSP00000223095	1A7C
9606.ENSP00000223114	2-acylglycerol O-acyltransferase 3
9606.ENSP00000223127	1.14.11.4
9606.ENSP00000223129	1L1O
9606.ENSP00000223136	1NZN
9606.ENSP00000223145	113263
9606.ENSP00000223167	93408
9606.ENSP00000223208	95681
9606.ENSP00000223210	643641
9606.ENSP00000223215	3.-.-.-
9606.ENSP00000223273	57002
9606.ENSP00000223293	26157
9606.ENSP00000223321	3.4.25.1
9606.ENSP00000223324	39S ribosomal protein L32, mitochondrial
9606.ENSP00000223357	165
9606.ENSP00000223364	58498
9606.ENSP00000223366	1GLK
9606.ENSP00000223369	10652
9606.ENSP00000223398	2CP2
9606.ENSP00000223459	146542
9606.ENSP00000223500	2LXM
9606.ENSP00000223528	2.4.2.-
9606.ENSP00000223641	10952
9606.ENSP00000223642	1CFA
9606.ENSP00000223795	944
9606.ENSP00000223836	1Z83
9606.ENSP00000223862	6013
9606.ENSP00000223864	55848
9606.ENSP00000224073	1X57
9606.ENSP00000224140	23064
9606.ENSP00000224337	29760
9606.ENSP00000224356	1.14.13.-
9606.ENSP00000224652	11101
9606.ENSP00000224721	2KBR
9606.ENSP00000224784	59
9606.ENSP00000224807	81855
9606.ENSP00000224862	79176
9606.ENSP00000224950	4JOI
9606.ENSP00000225171	2CTQ
9606.ENSP00000225174	10105
9606.ENSP00000225235	23232
9606.ENSP00000225275	1.11.2.2
9606.ENSP00000225276	10610
9606.ENSP00000225296	3.6.4.13
9606.ENSP00000225298	51096
9606.ENSP00000225328	5026
9606.ENSP00000225371	1.11.1.7
9606.ENSP00000225387	1411
9606.ENSP00000225388	57532
9606.ENSP00000225430	4UG0
9606.ENSP00000225474	1440
9606.ENSP00000225504	3H7H
9606.ENSP00000225512	6AHY
9606.ENSP00000225519	2.7.1.14
9606.ENSP00000225525	2KG2
9606.ENSP00000225538	5023
9606.ENSP00000225550	8688
9606.ENSP00000225576	100533496
9606.ENSP00000225577	2.7.11.1
9606.ENSP00000225609	3.5.1.89
9606.ENSP00000225614	1WUU
9606.ENSP00000225655	1AWI
9606.ENSP00000225665	8402
9606.ENSP00000225688	51655
9606.ENSP00000225698	1P32
9606.ENSP00000225719	1362
9606.ENSP00000225724	28 kDa Golgi SNARE protein
9606.ENSP00000225726	57003
9606.ENSP00000225728	51003
9606.ENSP00000225729	1819
9606.ENSP00000225737	11216
9606.ENSP00000225792	1655
9606.ENSP00000225823	40
9606.ENSP00000225831	1DOK
9606.ENSP00000225842	1EL0
9606.ENSP00000225844	2RA4
9606.ENSP00000225899	3882
9606.ENSP00000225916	1F68
9606.ENSP00000225927	3.2.1.50
9606.ENSP00000225929	1.1.1.62
9606.ENSP00000225941	51225
9606.ENSP00000225964	1277
9606.ENSP00000225969	39S ribosomal protein L27, mitochondrial
9606.ENSP00000225972	55379
9606.ENSP00000225983	10014
9606.ENSP00000226004	1845
9606.ENSP00000226021	786
9606.ENSP00000226067	3131
9606.ENSP00000226091	1949
9606.ENSP00000226105	29098
9606.ENSP00000226193	2D8N
9606.ENSP00000226207	4619
9606.ENSP00000226218	1OC0
9606.ENSP00000226225	7126
9606.ENSP00000226230	27346
9606.ENSP00000226247	5OCN
9606.ENSP00000226279	1YH3
9606.ENSP00000226284	3381
9606.ENSP00000226299	3.4.11.1
9606.ENSP00000226317	6372
9606.ENSP00000226319	79960
9606.ENSP00000226355	173
9606.ENSP00000226382	8929
9606.ENSP00000226413	2798
9606.ENSP00000226432	80157
9606.ENSP00000226444	1G3M
9606.ENSP00000226460	26952
9606.ENSP00000226524	4HSV
9606.ENSP00000226574	1MDI
9606.ENSP00000226730	1ILM
9606.ENSP00000226760	7466
9606.ENSP00000226796	54433
9606.ENSP00000226798	2483
9606.ENSP00000226951	116449
9606.ENSP00000227065	25854
9606.ENSP00000227155	3732
9606.ENSP00000227163	31 kDa-transforming protein
9606.ENSP00000227266	1075
9606.ENSP00000227322	8882
9606.ENSP00000227348	3RBG
9606.ENSP00000227349	79864
9606.ENSP00000227451	2.3.2.27
9606.ENSP00000227471	81622
9606.ENSP00000227474	5.4.99.45
9606.ENSP00000227507	2W96
9606.ENSP00000227520	79080
9606.ENSP00000227524	2.3.2.27
9606.ENSP00000227525	79073
9606.ENSP00000227638	24145
9606.ENSP00000227667	2JQ3
9606.ENSP00000227752	1J7V
9606.ENSP00000227756	2.4.1.41
9606.ENSP00000227868	1ZY8
9606.ENSP00000227880	51296
9606.ENSP00000227918	4250
9606.ENSP00000228027	2.3.1.20
9606.ENSP00000228136	10944
9606.ENSP00000228251	8531
9606.ENSP00000228318	5250
9606.ENSP00000228347	2.7.7.6
9606.ENSP00000228434	1E87
9606.ENSP00000228437	11108
